zip_code,latitude,longitude
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
